Date,Shown,Clicked,Converted,Avg_cost_per_click,Total_revenue,Ad_group,Region,Device_type,CTR
11-10-2016,56947,4917,67,0.93,503.98,ad_group_2,Asia,Mobile,0.0863
27-12-2018,98894,3328,50,0.93,941.2,ad_group_2,Europe,Desktop,0.0337
21-01-2015,54614,3408,65,1.05,858.44,ad_group_5,Europe,Mobile,0.0624
08-05-2018,92744,1466,44,0.84,942.14,ad_group_3,Europe,Desktop,0.0158
22-03-2018,81917,1038,60,0.82,1033.55,ad_group_4,Europe,Mobile,0.0127
17-01-2016,73794,2493,64,0.93,771.45,ad_group_1,Asia,Mobile,0.0338
22-06-2016,63887,4371,67,1.09,772.04,ad_group_1,South America,Mobile,0.0684
12-05-2017,77069,3457,52,1.18,790.13,ad_group_1,Asia,Mobile,0.0449
10-11-2016,60206,4446,56,1.1,995.46,ad_group_5,Asia,Desktop,0.0738
25-03-2015,59743,2072,38,1.1,709.38,ad_group_3,Europe,Mobile,0.0347
13-11-2017,64702,4024,65,1.06,652.16,ad_group_3,Asia,Desktop,0.0622
07-12-2017,77086,4024,38,0.99,889.44,ad_group_2,North America,Mobile,0.0522
01-01-2019,95900,3868,53,0.96,523.25,ad_group_3,North America,Desktop,0.0403
28-09-2015,99032,4589,54,1.11,822.25,ad_group_1,North America,Desktop,0.0463
08-06-2017,81890,3332,56,0.88,733.79,ad_group_5,Asia,Mobile,0.0407
23-08-2017,65440,4919,43,1.01,434.09,ad_group_3,South America,Mobile,0.0752
05-11-2019,51222,4284,53,0.99,630.3,ad_group_2,North America,Desktop,0.0836
07-06-2017,91988,3205,45,1.18,532.01,ad_group_4,South America,Mobile,0.0348
21-03-2018,71081,1364,32,0.85,808.89,ad_group_2,South America,Mobile,0.0192
19-04-2019,84103,3824,53,1.13,428.05,ad_group_1,South America,Mobile,0.0455
05-03-2016,65820,2088,59,1.11,1177.94,ad_group_5,South America,Desktop,0.0317
22-10-2017,66293,2620,42,1.18,1059.14,ad_group_1,Europe,Desktop,0.0395
21-08-2017,57016,1949,31,0.83,471.28,ad_group_1,South America,Desktop,0.0342
15-01-2015,4223,237,11,2.98,8686.39,AdGroup_4,West,Desktop,0.0411
03-04-2016,50750,2310,39,1.06,1011.64,ad_group_3,Europe,Mobile,0.0455
20-03-2015,51256,2150,57,1.19,1035.79,ad_group_5,North America,Desktop,0.0419
15-01-2015,949,474,36,1.18,1098.24,AdGroup_24,East,Tablet,0.0827
02-02-2015,94860,1020,41,0.87,679.21,ad_group_4,Asia,Desktop,0.0108
05-07-2017,86278,1932,45,0.99,817.57,ad_group_2,Europe,Mobile,0.0224
30-06-2019,84049,3871,57,0.92,401.34,ad_group_1,Asia,Mobile,0.0461
15-01-2015,4029,253,11,0.22,2035.02,AdGroup_12,North,Mobile,0.0279
16-01-2016,52229,1975,65,1.13,473.79,ad_group_1,Europe,Mobile,0.0378
15-08-2015,78119,3231,37,1.02,1098.87,ad_group_2,Asia,Mobile,0.0414
05-03-2018,80975,3042,61,1.08,405.25,ad_group_2,North America,Mobile,0.0376
13-08-2018,95752,1403,67,0.93,844.66,ad_group_1,Asia,Mobile,0.0147
02-11-2015,90307,4738,61,1.05,730.81,ad_group_2,Asia,Mobile,0.0525
29-07-2015,60939,4869,67,1.04,752.93,ad_group_5,Europe,Mobile,0.0799
10-06-2019,63864,2007,43,1.09,1028.99,ad_group_2,North America,Desktop,0.0314
22-12-2018,83777,2145,52,0.91,813.94,ad_group_4,Europe,Desktop,0.0256
15-01-2015,3298,321,5,2.21,9774.45,AdGroup_33,South,Tablet,0.0105
24-10-2017,84272,1043,61,0.94,1075.25,ad_group_1,South America,Desktop,0.0124
16-12-2016,86400,3495,34,0.96,1034.16,ad_group_2,Europe,Desktop,0.0405
08-12-2016,54626,4538,57,0.8,675.35,ad_group_1,Europe,Desktop,0.0831
24-01-2020,69657,4240,65,1.15,502.16,ad_group_2,South America,Mobile,0.0609
26-09-2017,61008,4279,42,1.1,484.82,ad_group_3,Europe,Desktop,0.0701
15-01-2015,2805,238,119,0.48,7006.23,AdGroup_32,North,Desktop,0.1715
28-04-2016,62505,1975,54,0.89,468.21,ad_group_4,North America,Desktop,0.0316
27-06-2018,56367,1512,62,0.95,792.48,ad_group_5,South America,Mobile,0.0268
05-10-2015,71410,2956,43,0.86,826.59,ad_group_4,Europe,Desktop,0.0414
15-01-2015,3735,109,7,3.41,3542.12,AdGroup_34,South,Desktop,0.119
10-08-2015,62092,3493,65,0.92,408.86,ad_group_3,South America,Desktop,0.0563
06-10-2019,71303,3231,39,0.89,994.54,ad_group_2,Asia,Mobile,0.0453
25-07-2016,80182,3270,47,0.85,840.91,ad_group_5,Asia,Mobile,0.0408
16-02-2016,65130,3928,30,0.85,1081.89,ad_group_3,South America,Mobile,0.0603
07-06-2019,63064,1918,44,1.15,535.52,ad_group_2,Europe,Mobile,0.0304
07-01-2018,57091,1110,32,0.9,1054.31,ad_group_1,Europe,Desktop,0.0194
08-08-2016,55505,3205,47,1.19,839.79,ad_group_2,North America,Mobile,0.0577
19-11-2017,85338,2760,65,0.94,606.17,ad_group_2,Europe,Mobile,0.0323
15-01-2015,4051,109,109,1.86,3614.32,AdGroup_8,South,Tablet,0.0763
15-01-2015,3359,96,41,2.16,9859.34,AdGroup_35,South,Tablet,0.1493
23-09-2018,87694,4334,44,1.15,908.59,ad_group_5,Asia,Desktop,0.0494
05-11-2016,78332,2441,67,1.04,1053.3,ad_group_1,North America,Desktop,0.0312
15-01-2015,4775,380,73,0.43,6850.26,AdGroup_27,South,Desktop,0.1296
23-03-2016,91785,3949,66,1.19,497.49,ad_group_4,Europe,Mobile,0.043
14-11-2019,57673,3049,56,0.93,1096.64,ad_group_3,South America,Mobile,0.0529
07-05-2018,75905,3320,42,0.84,543.22,ad_group_2,Europe,Desktop,0.0437
10-02-2019,79560,4124,43,1.15,1123.9,ad_group_2,Asia,Mobile,0.0518
15-01-2015,2330,539,61,2.6,5477.49,AdGroup_2,East,Tablet,0.0793
15-01-2015,1139,331,55,1.81,2971.39,AdGroup_12,North,Desktop,0.0512
17-09-2018,64070,3926,31,1.07,519.22,ad_group_5,North America,Mobile,0.0613
21-01-2018,71871,4794,60,1.13,822.13,ad_group_4,South America,Desktop,0.0667
15-02-2015,96983,2329,65,0.84,455.53,ad_group_2,North America,Desktop,0.024
15-01-2015,2500,54,89,2,6073.56,AdGroup_6,South,Desktop,0.0159
05-04-2018,94431,1520,67,1.18,544.63,ad_group_1,Asia,Mobile,0.0161
22-10-2015,90179,4652,53,0.97,1127.9,ad_group_1,North America,Desktop,0.0516
25-09-2017,94575,4132,45,0.9,1168.98,ad_group_1,Asia,Desktop,0.0437
11-08-2016,58011,2346,32,0.98,1111.29,ad_group_2,Asia,Desktop,0.0404
24-03-2020,87626,2861,66,0.98,667.21,ad_group_5,North America,Mobile,0.0327
06-01-2017,90865,4394,64,1.13,586.21,ad_group_5,South America,Mobile,0.0484
10-01-2018,99854,2516,62,0.8,1009.98,ad_group_3,Asia,Mobile,0.0252
20-04-2020,53173,2230,57,1,842.31,ad_group_4,Europe,Desktop,0.0419
05-01-2020,76576,3080,35,1.02,901.28,ad_group_2,Europe,Desktop,0.0402
12-03-2016,96813,3729,34,0.93,432.59,ad_group_4,South America,Mobile,0.0385
11-01-2017,54202,3000,56,0.81,871.31,ad_group_1,Asia,Mobile,0.0553
03-02-2019,97765,3297,40,1.11,1159.78,ad_group_4,Asia,Desktop,0.0337
29-01-2016,59679,3942,43,1.05,595.3,ad_group_1,North America,Mobile,0.0661
26-06-2017,51541,2258,44,1.07,612.39,ad_group_1,Europe,Mobile,0.0438
18-06-2016,88091,2310,34,0.81,787.26,ad_group_2,South America,Mobile,0.0262
31-01-2015,63493,3082,56,1.11,1104.66,ad_group_3,Europe,Mobile,0.0485
14-06-2020,92584,2720,39,1.06,669.41,ad_group_5,Asia,Mobile,0.0294
08-02-2020,83187,1991,49,1.01,541.55,ad_group_2,South America,Desktop,0.0239
18-01-2018,57475,3759,53,1.04,714.88,ad_group_3,Europe,Desktop,0.0654
11-01-2018,54242,4644,59,1.15,916.98,ad_group_4,Europe,Desktop,0.0856
27-07-2018,88792,1303,40,1.12,1093.94,ad_group_2,Asia,Mobile,0.0147
15-01-2015,3824,518,47,2.02,7573.56,AdGroup_14,South,Mobile,0.0274
15-01-2015,3938,100,83,1.53,4664.93,AdGroup_9,East,Mobile,0.1538
03-04-2019,83291,1297,30,0.88,981.03,ad_group_3,Asia,Mobile,0.0156
13-12-2018,57306,4663,69,1.14,732.58,ad_group_3,Asia,Desktop,0.0814
10-11-2017,96255,4364,41,0.84,435.62,ad_group_3,Europe,Mobile,0.0453
11-12-2015,57518,4945,69,1.12,974.64,ad_group_3,Asia,Desktop,0.086
10-07-2016,95346,4790,52,0.93,641.82,ad_group_2,South America,Desktop,0.0502
26-05-2018,58821,3692,48,1.16,1197.49,ad_group_5,Europe,Desktop,0.0628
11-11-2016,74970,1694,56,0.9,1068.58,ad_group_5,Europe,Desktop,0.0226
14-01-2017,58818,2348,65,0.81,687.7,ad_group_3,Europe,Mobile,0.0399
03-05-2020,72762,1203,35,1,520.15,ad_group_5,South America,Desktop,0.0165
19-12-2015,72250,2443,34,0.97,762.98,ad_group_4,Europe,Desktop,0.0338
02-04-2015,99333,2460,37,0.96,874.43,ad_group_3,North America,Mobile,0.0248
23-11-2017,63736,1151,50,1.08,709.12,ad_group_2,Europe,Mobile,0.0181
26-03-2020,50822,2463,35,1.08,1128.92,ad_group_5,South America,Mobile,0.0485
08-05-2020,75838,2578,37,1.03,1118.15,ad_group_3,North America,Mobile,0.034
26-12-2017,80226,1326,45,1.03,782.54,ad_group_1,North America,Mobile,0.0165
19-09-2015,98884,1700,49,0.87,407.82,ad_group_4,Europe,Desktop,0.0172
26-05-2020,61629,1220,64,0.9,1058.03,ad_group_4,North America,Desktop,0.0198
18-01-2017,55111,4683,70,0.98,605.79,ad_group_1,North America,Desktop,0.085
25-01-2017,51137,3517,51,1.02,821.95,ad_group_3,North America,Mobile,0.0688
03-02-2017,53602,3051,33,0.93,793.31,ad_group_3,South America,Desktop,0.0569
21-07-2016,51578,3198,54,1.01,942.34,ad_group_3,Asia,Mobile,0.062
27-03-2020,55809,2162,53,1.17,419.33,ad_group_1,North America,Desktop,0.0387
14-07-2019,81951,1569,47,0.98,804.98,ad_group_5,North America,Desktop,0.0191
12-02-2020,55742,2215,68,0.9,1084.44,ad_group_2,Asia,Desktop,0.0397
02-07-2017,54754,4928,40,0.94,1042.04,ad_group_1,South America,Desktop,0.09
15-01-2015,3196,544,35,2.27,5850.86,AdGroup_1,East,Mobile,0.1067
05-06-2019,62100,3833,43,0.89,1102.24,ad_group_2,South America,Mobile,0.0617
28-10-2015,57451,4802,54,0.95,1048.33,ad_group_3,Europe,Mobile,0.0836
09-03-2018,99829,4834,45,0.91,902.94,ad_group_1,Asia,Mobile,0.0484
15-01-2015,2391,584,46,0.56,9251.77,AdGroup_18,East,Mobile,0.0754
25-12-2017,63815,1685,49,1.2,1008.65,ad_group_3,Asia,Desktop,0.0264
27-10-2019,95552,1143,50,0.92,1044.07,ad_group_3,North America,Mobile,0.012
12-11-2015,99027,2357,60,1.04,800.36,ad_group_3,Asia,Desktop,0.0238
12-01-2020,99946,2130,32,0.92,1092.08,ad_group_3,Asia,Mobile,0.0213
29-03-2016,66396,3568,47,1.08,486.87,ad_group_4,North America,Mobile,0.0537
24-08-2016,87963,2076,57,0.98,1121.88,ad_group_2,Asia,Mobile,0.0236
25-06-2015,62929,2135,40,0.81,571.05,ad_group_1,Europe,Mobile,0.0339
18-10-2018,68103,2540,49,0.94,813.28,ad_group_1,Europe,Desktop,0.0373
06-02-2018,62561,1968,68,1.08,520.42,ad_group_3,Europe,Mobile,0.0315
07-02-2015,83723,4412,33,0.84,1099.41,ad_group_5,Europe,Mobile,0.0527
04-05-2015,56125,2701,37,0.98,424.6,ad_group_5,Europe,Mobile,0.0481
20-08-2019,62963,1730,61,0.83,691.86,ad_group_2,Europe,Desktop,0.0275
30-01-2016,87796,3772,35,1.09,714.04,ad_group_3,Europe,Desktop,0.043
16-01-2019,70218,3974,56,0.99,904.11,ad_group_5,North America,Mobile,0.0566
15-01-2015,4589,326,18,1.05,4971.28,AdGroup_22,West,Tablet,0.1311
09-02-2015,91290,4158,35,0.94,1111.92,ad_group_4,North America,Desktop,0.0455
07-04-2016,93178,1065,36,0.88,1026.37,ad_group_3,Asia,Mobile,0.0114
13-09-2017,70886,1398,59,1.05,981.51,ad_group_2,South America,Mobile,0.0197
09-10-2018,85324,1495,68,1.03,985.99,ad_group_4,South America,Mobile,0.0175
28-11-2015,90696,3470,34,0.93,652,ad_group_2,North America,Mobile,0.0383
25-03-2019,82788,1712,57,1.16,1180.11,ad_group_1,South America,Desktop,0.0207
14-07-2015,73259,1915,34,1.05,650.14,ad_group_1,North America,Mobile,0.0261
15-01-2015,692,399,31,1.83,2621.55,AdGroup_21,West,Tablet,0.135
15-01-2015,3313,442,88,1.1,6670.49,AdGroup_24,East,Tablet,0.1517
26-09-2016,74135,4047,58,1.1,1041.86,ad_group_1,South America,Mobile,0.0546
19-11-2015,60528,2352,44,1.04,1021.16,ad_group_5,Europe,Desktop,0.0389
11-02-2020,60156,4327,64,0.88,879.5,ad_group_1,Europe,Desktop,0.0719
24-09-2015,72394,2358,69,1.05,1160.05,ad_group_1,North America,Desktop,0.0326
22-11-2017,69616,1922,64,1.17,628.14,ad_group_5,South America,Mobile,0.0276
07-06-2020,90993,2497,38,1.11,927.97,ad_group_4,South America,Desktop,0.0274
02-08-2016,91720,4843,67,1.05,627.61,ad_group_3,North America,Desktop,0.0528
29-08-2018,72587,4587,63,1.01,889.99,ad_group_4,South America,Desktop,0.0632
15-01-2015,1494,312,55,2.08,5885.17,AdGroup_26,East,Mobile,0.0373
15-01-2015,4256,401,51,1.76,421.49,AdGroup_21,North,Desktop,0.0131
22-05-2020,63161,4000,37,0.9,889.75,ad_group_4,South America,Desktop,0.0633
10-06-2017,92388,1963,64,1.1,1068.28,ad_group_4,South America,Mobile,0.0212
15-01-2015,1051,417,66,1.15,1263.21,AdGroup_6,East,Desktop,0.0148
15-01-2015,4019,114,20,1.92,514.58,AdGroup_25,North,Desktop,0.0443
15-01-2015,1342,312,28,2.23,6188.02,AdGroup_16,South,Tablet,0.0613
06-12-2018,62536,4720,55,1.2,911.61,ad_group_3,South America,Desktop,0.0755
15-01-2015,1053,332,36,3.28,4628.45,AdGroup_21,East,Desktop,0.046
06-09-2018,79575,4016,38,1.16,640.49,ad_group_1,Europe,Desktop,0.0505
15-01-2015,3804,430,117,0.45,7933.06,AdGroup_27,North,Tablet,0.1134
03-03-2020,50962,2739,62,0.87,1075.81,ad_group_5,Asia,Mobile,0.0537
26-07-2016,54107,2817,38,1.08,995.61,ad_group_2,Europe,Mobile,0.0521
31-07-2017,91890,4872,67,1.05,976.23,ad_group_3,Europe,Desktop,0.053
15-01-2015,2240,298,72,1.58,1189.31,AdGroup_6,East,Mobile,0.1342
15-01-2015,2445,61,92,1.57,6597.78,AdGroup_14,West,Mobile,0.0195
15-01-2015,2953,289,17,0.34,9452.71,AdGroup_24,East,Tablet,0.1224
03-06-2018,57975,3164,49,1.17,855.33,ad_group_5,Europe,Mobile,0.0546
30-07-2017,89784,1123,47,0.82,434.98,ad_group_1,Asia,Mobile,0.0125
20-08-2017,52766,2442,38,0.92,990.98,ad_group_4,South America,Mobile,0.0463
23-02-2015,80215,1311,55,0.86,682.32,ad_group_3,North America,Desktop,0.0163
11-02-2017,85532,3695,54,0.81,675.09,ad_group_4,Asia,Mobile,0.0432
25-06-2018,59290,4281,51,0.99,988.63,ad_group_4,Asia,Desktop,0.0722
15-01-2015,975,50,29,1.39,909.44,AdGroup_2,North,Tablet,0.164
15-01-2015,779,226,63,2.58,4034.76,AdGroup_8,South,Mobile,0.1259
20-05-2016,52072,3588,50,0.84,560.25,ad_group_2,South America,Desktop,0.0689
22-01-2017,59695,2089,60,0.95,416.77,ad_group_4,Asia,Desktop,0.035
19-12-2018,94195,2793,69,0.92,1005.39,ad_group_5,South America,Desktop,0.0297
07-09-2019,89415,3508,31,1.02,474.57,ad_group_3,Asia,Mobile,0.0392
23-10-2018,89702,3628,63,0.97,759.48,ad_group_5,Europe,Desktop,0.0404
07-01-2019,97652,2457,36,1.14,776.54,ad_group_4,Asia,Desktop,0.0252
17-09-2017,95809,3190,56,0.95,908.02,ad_group_2,North America,Desktop,0.0333
01-01-2016,60734,2050,65,0.91,950.11,ad_group_1,South America,Mobile,0.0338
15-01-2015,1222,588,57,2.9,8533.87,AdGroup_35,East,Desktop,0.113
17-10-2018,89024,1036,66,0.84,1116.63,ad_group_2,South America,Mobile,0.0116
06-11-2015,62180,1699,43,0.95,1007.51,ad_group_2,Asia,Desktop,0.0273
11-07-2018,65448,3896,42,0.91,769.69,ad_group_2,North America,Mobile,0.0595
15-01-2015,3319,407,6,2.13,7299.91,AdGroup_35,South,Tablet,0.106
06-08-2016,92177,3607,49,1.19,1162,ad_group_3,Europe,Desktop,0.0391
25-07-2019,61759,4841,48,1.03,763.24,ad_group_2,South America,Desktop,0.0784
10-02-2017,59393,4054,32,0.84,1155.13,ad_group_3,Europe,Desktop,0.0683
15-01-2015,4454,532,88,0.5,6871.76,AdGroup_20,West,Tablet,0.0807
05-07-2019,96543,1093,68,1,1185.3,ad_group_2,Europe,Mobile,0.0113
02-06-2015,88276,1153,46,0.95,423.3,ad_group_5,South America,Mobile,0.0131
15-01-2015,2538,599,110,2.72,3532.62,AdGroup_11,West,Tablet,0.1073
01-01-2020,69574,1959,38,1,524.69,ad_group_1,South America,Desktop,0.0282
30-11-2017,77412,1988,41,1,405.42,ad_group_1,South America,Mobile,0.0257
06-05-2017,99044,1849,44,0.94,955.84,ad_group_5,Asia,Desktop,0.0187
27-05-2018,72386,4098,42,0.98,729.7,ad_group_4,Asia,Desktop,0.0566
15-11-2015,60429,4637,70,1,417.33,ad_group_3,Europe,Desktop,0.0767
24-04-2019,99386,1624,32,0.81,862.79,ad_group_2,North America,Mobile,0.0163
03-11-2017,67592,3727,43,1.06,1086.26,ad_group_4,South America,Mobile,0.0551
01-09-2017,61779,3604,66,0.99,541.19,ad_group_5,Asia,Desktop,0.0583
15-03-2020,73830,4365,54,0.87,501.9,ad_group_4,South America,Desktop,0.0591
11-10-2017,87566,4789,48,1.14,723.79,ad_group_5,Europe,Desktop,0.0547
02-08-2019,74493,2503,54,1.16,603.27,ad_group_4,Europe,Desktop,0.0336
09-07-2018,84308,1362,40,0.93,973.08,ad_group_3,Asia,Desktop,0.0162
15-01-2015,1248,398,104,3.36,6759.19,AdGroup_23,West,Mobile,0.0881
10-12-2015,82274,1965,47,1.08,779.54,ad_group_2,Europe,Mobile,0.0239
20-09-2017,99091,2760,67,0.81,548.21,ad_group_1,South America,Mobile,0.0279
03-02-2016,83504,4333,62,0.86,1127.44,ad_group_1,North America,Desktop,0.0519
07-08-2016,94738,2542,43,0.81,1179.62,ad_group_1,Europe,Desktop,0.0268
05-12-2016,99472,2272,40,1.13,587.62,ad_group_3,South America,Desktop,0.0228
22-04-2020,77021,1246,31,1.14,745.43,ad_group_4,North America,Desktop,0.0162
22-07-2018,55247,3879,50,0.94,774.97,ad_group_1,North America,Mobile,0.0702
20-10-2015,66597,4775,52,0.93,664.43,ad_group_3,Asia,Desktop,0.0717
22-06-2019,85826,1899,57,1.04,934.13,ad_group_3,Europe,Desktop,0.0221
12-06-2018,62969,3762,56,1,864.73,ad_group_1,Asia,Desktop,0.0597
22-04-2018,95456,4827,63,0.88,744.78,ad_group_3,North America,Desktop,0.0506
09-08-2019,50434,4572,40,1.04,524.02,ad_group_5,Europe,Desktop,0.0907
22-05-2015,71114,4985,42,1.09,447.76,ad_group_3,Asia,Desktop,0.0701
15-01-2015,4409,396,107,3.33,4470.3,AdGroup_12,East,Desktop,0.0978
03-01-2015,85509,3549,59,0.93,925.85,ad_group_3,Asia,Mobile,0.0415
29-11-2019,91677,3822,38,1.17,844.71,ad_group_4,Europe,Mobile,0.0417
30-07-2016,84553,2480,66,1.15,888.89,ad_group_1,North America,Mobile,0.0293
11-04-2019,99687,1470,47,1.14,739.46,ad_group_4,Asia,Desktop,0.0147
06-12-2015,77083,3001,35,0.97,977.48,ad_group_4,North America,Desktop,0.0389
25-12-2015,56408,4279,37,0.84,683.98,ad_group_2,North America,Desktop,0.0759
23-09-2015,95996,3738,38,0.95,792.09,ad_group_2,South America,Mobile,0.0389
12-01-2016,78368,1427,68,1.06,435.21,ad_group_4,South America,Mobile,0.0182
18-05-2020,94426,4047,42,1.13,1074.71,ad_group_1,Europe,Mobile,0.0429
15-01-2015,2213,234,23,1.63,6869.71,AdGroup_2,North,Desktop,0.1193
15-03-2016,67310,1420,37,0.81,419.74,ad_group_1,North America,Mobile,0.0211
29-09-2015,74844,2822,56,0.84,662.26,ad_group_3,North America,Desktop,0.0377
07-05-2020,86782,1598,53,1,740.32,ad_group_3,Asia,Mobile,0.0184
07-11-2018,79757,3246,42,1.19,855.87,ad_group_4,North America,Mobile,0.0407
02-09-2015,99686,2105,42,1.05,887.13,ad_group_1,North America,Desktop,0.0211
20-11-2018,54828,2952,46,1.13,972.21,ad_group_2,South America,Desktop,0.0538
29-07-2017,65689,4905,45,1.03,556.44,ad_group_4,South America,Mobile,0.0747
13-05-2018,56913,1295,59,1.15,414.17,ad_group_1,North America,Desktop,0.0228
09-04-2020,80646,4272,39,1.11,487.12,ad_group_3,Asia,Desktop,0.053
19-05-2018,89006,1794,60,1.14,966.89,ad_group_4,North America,Mobile,0.0202
03-12-2019,54090,2543,43,1.09,776.65,ad_group_3,Europe,Mobile,0.047
21-06-2017,94469,3320,68,0.85,443,ad_group_4,South America,Desktop,0.0351
30-08-2016,57734,3114,41,1.11,524.05,ad_group_2,Europe,Mobile,0.0539
20-02-2016,50968,3030,31,1.12,1168.84,ad_group_5,Europe,Mobile,0.0594
01-10-2015,70421,3362,60,1.04,718.31,ad_group_4,North America,Mobile,0.0477
15-11-2019,76315,4559,70,1.16,830.47,ad_group_3,South America,Mobile,0.0597
19-02-2017,78886,2793,40,0.96,793.73,ad_group_4,Asia,Desktop,0.0354
08-02-2018,87540,4950,52,0.86,401.21,ad_group_5,Europe,Mobile,0.0565
08-09-2015,96707,4689,37,1.12,706.01,ad_group_3,North America,Desktop,0.0485
18-02-2016,54142,1645,37,1.09,852.55,ad_group_3,Asia,Desktop,0.0304
15-01-2015,885,519,13,3.43,7965.45,AdGroup_31,East,Mobile,0.0686
29-10-2019,83428,1513,58,0.97,734.3,ad_group_3,North America,Mobile,0.0181
04-12-2018,75398,1757,56,0.85,1020.93,ad_group_5,Europe,Desktop,0.0233
07-11-2015,70858,2334,46,1.13,484.74,ad_group_2,North America,Desktop,0.0329
05-01-2018,88413,4433,57,0.82,1098.33,ad_group_2,South America,Desktop,0.0501
12-06-2017,83851,2115,40,1.19,618.34,ad_group_2,South America,Mobile,0.0252
01-10-2017,85856,1579,70,0.8,1028.35,ad_group_2,Europe,Desktop,0.0184
01-03-2016,58735,3398,67,1.07,742.34,ad_group_1,North America,Mobile,0.0579
15-01-2015,4216,96,110,3.4,9208.53,AdGroup_28,East,Tablet,0.1343
15-01-2015,2337,320,58,0.24,318.34,AdGroup_11,South,Mobile,0.047
15-01-2015,1982,427,30,1.12,8738.84,AdGroup_13,West,Mobile,0.0283
22-12-2016,72479,2066,64,1.17,743.61,ad_group_5,North America,Mobile,0.0285
28-12-2019,61169,2725,48,1.13,481.98,ad_group_2,North America,Desktop,0.0445
15-12-2015,80122,2383,55,1.16,1075.8,ad_group_1,North America,Desktop,0.0297
25-10-2018,71488,1261,32,1.16,1040.31,ad_group_3,South America,Desktop,0.0176
26-09-2019,91025,3239,38,0.97,857.89,ad_group_2,Asia,Desktop,0.0356
26-04-2020,75923,4742,53,1.2,898.44,ad_group_2,South America,Desktop,0.0625
10-06-2016,56818,1074,63,0.94,989.05,ad_group_5,Asia,Mobile,0.0189
15-01-2015,3441,81,86,2.39,752.75,AdGroup_28,South,Mobile,0.0525
30-12-2015,52050,3865,56,0.9,1145.05,ad_group_2,Asia,Desktop,0.0743
02-07-2015,83157,3863,68,1.14,1084.1,ad_group_3,Asia,Mobile,0.0465
20-06-2015,67183,3842,69,1.06,1050.98,ad_group_1,South America,Desktop,0.0572
24-03-2018,93199,2647,33,1.11,617.92,ad_group_2,Asia,Desktop,0.0284
14-05-2018,62577,4469,54,0.98,1109.99,ad_group_4,Europe,Mobile,0.0714
29-07-2019,88251,2134,59,1.12,814.64,ad_group_3,North America,Mobile,0.0242
23-03-2017,79194,4904,66,0.99,858.19,ad_group_4,South America,Mobile,0.0619
07-07-2015,82768,1324,64,0.94,909.26,ad_group_2,South America,Desktop,0.016
11-09-2016,67122,1462,50,1.11,755.14,ad_group_3,North America,Desktop,0.0218
01-06-2015,66723,1340,32,1.09,887.92,ad_group_4,South America,Desktop,0.0201
08-06-2015,88975,4381,36,1.06,703.57,ad_group_5,South America,Desktop,0.0492
15-01-2015,964,282,82,1.39,6491.32,AdGroup_33,South,Desktop,0.0857
30-09-2015,68141,4790,49,0.91,886.11,ad_group_1,Asia,Desktop,0.0703
06-09-2016,65252,2673,47,1.07,1091.47,ad_group_3,North America,Mobile,0.041
04-05-2016,94145,2559,61,0.9,842.88,ad_group_5,North America,Mobile,0.0272
07-02-2018,98409,2469,37,1.07,881.13,ad_group_5,Asia,Desktop,0.0251
31-07-2018,89171,3110,55,0.82,1132.88,ad_group_2,North America,Desktop,0.0349
13-04-2020,65320,2080,65,0.96,880.72,ad_group_5,North America,Mobile,0.0318
07-01-2016,93239,4081,48,1.19,528.25,ad_group_1,North America,Mobile,0.0438
11-08-2015,64090,4264,36,0.86,808.28,ad_group_2,North America,Desktop,0.0665
16-08-2016,89477,2565,49,0.86,894.95,ad_group_1,North America,Desktop,0.0287
21-04-2016,83140,3874,68,0.89,883.22,ad_group_4,North America,Mobile,0.0466
19-01-2020,97322,4843,68,1.05,943.55,ad_group_5,North America,Mobile,0.0498
29-05-2019,87287,4383,53,0.82,489.98,ad_group_1,Europe,Desktop,0.0502
01-02-2018,64026,2489,30,1.18,963.74,ad_group_3,North America,Mobile,0.0389
19-04-2017,59083,3551,51,0.88,651.29,ad_group_5,South America,Desktop,0.0601
18-11-2016,59441,2137,46,1.08,835.22,ad_group_4,Europe,Mobile,0.036
12-12-2018,68069,1514,65,0.89,1136.06,ad_group_2,Europe,Mobile,0.0222
17-05-2015,65253,2071,53,1.15,863.71,ad_group_1,North America,Desktop,0.0317
02-06-2016,58968,1359,48,1.02,1136.86,ad_group_4,Asia,Mobile,0.023
20-09-2016,78223,4725,44,1.11,606.76,ad_group_3,Europe,Mobile,0.0604
01-12-2015,68663,4097,55,1.15,567.03,ad_group_3,Asia,Mobile,0.0597
20-02-2017,78530,2173,55,1.08,814.97,ad_group_4,Asia,Mobile,0.0277
12-07-2018,56947,2225,35,1.08,1173.97,ad_group_4,Europe,Desktop,0.0391
15-01-2015,1068,271,89,3.23,489.43,AdGroup_8,West,Tablet,0.0965
17-10-2019,58398,3624,70,1.07,1010.99,ad_group_5,Asia,Desktop,0.0621
09-11-2017,75610,3691,62,0.86,400.93,ad_group_4,North America,Mobile,0.0488
15-01-2015,3284,172,68,0.78,8521.11,AdGroup_29,West,Mobile,0.1507
08-04-2019,84849,2885,63,1.04,742.32,ad_group_2,North America,Mobile,0.034
11-12-2016,53976,1305,63,1.17,762.16,ad_group_1,North America,Desktop,0.0242
16-01-2015,90949,2379,44,1.13,1163.28,ad_group_5,Europe,Desktop,0.0262
